UID,title,authors,abstract,pdf_url,SessionInformation,presentation_id,GatherTownLink,ZoomLink
IAAI-76,Identification of Abnormal States in Videos of Ants Undergoing Social Phase Change,Taeyeong Choi|Benjamin Pyenson|Juergen Liebig|Theodore Pavlic,"Biology is both an important application area and a source of motivation for development of advanced machine learning techniques. Although much attention has been paid to large and complex data sets resulting from high-throughput sequencing, advances in high-quality video recording technology have begun to generate similarly rich data sets requiring sophisticated techniques from both computer vision and time-series analysis. Moreover, just as studying gene expression patterns in one organism can reveal general principles that apply to other organisms, the study of complex social interactions in an experimentally tractable model system, such as a laboratory ant colony, can provide general principles about the dynamics many other social groups. Here, we focus on one such example from the study of reproductive regulation in small laboratory colonies of ~50 Harpgenathos ants. These ants can be artificially induced to begin a ~20 day process of hierarchy reformation. Although the conclusion of this process is conspicuous to a human observer, it is still unclear which behaviors during the transients are contributing to the process. To address this issue, we explore the potential application of One-class Classification (OC) to the detection of abnormal states in ant colonies for which behavioral data is only available for the normal societal conditions during training. Specifically, we build upon the Deep Support Vector Data Description (DSVDD) and introduce the Inner-Outlier Generator (IO-GEN) that synthesizes fake “inner outlier” observationsduring training that are near the center of the DSVDD data description.We show that IO-GEN increases the reliability of the final OC classifier relative to other DSVDD baselines. This method can be used to screen video frames for which additional human observation is needed. Although we focus on an application with laboratory colonies of social insects, this approach may be applied to video data from other social systems to either better understand the causal factors behind social phase transitions or even to predict the onset of future transitions.",,,,,
IAAI-77,"Where there's Smoke, there's Fire: Wildfire Risk Predictive Modeling via Historical Climate Data",Shahrzad Gholami|Narendran Kodandapani|Jane Wang|Juan M. Lavista Ferres,"Wildfire is a growing global crisis with devastating consequences. Uncontrolled wildfires take away human lives, destroy millions of animals and trees, degrade the air quality, impact the biodiversity of the planet and cause substantial economic costs.It is incredibly challenging to predict the spatio-temporal likelihood of wildfires based on historical data, due to their stochastic nature. Crucially though, the accurate and reliable prediction of wildfires can help the stakeholders and decision-makers take timely, strategic and effective actions to prevent, detect and suppress the wildfires before they become unmanageable. Unfortunately, most previous studies developed predictive models that suffer from some shortcomings: (i) they do not take the temporal aspects into account precisely and they assume the independent and identically distributed random variables in the evaluation phase; (ii) they do not evaluate their approaches comprehensively, thus it is not clear if their proposed predictions and selected models are reliable across different locations and time steps for practical deployment; and (iii) for the supervised learning models, they use predictor features and fire observations from the same time step in the training phase, which makes the inference task infeasible for future fire prediction. In this paper, we revisit the wildfire predictive modeling, explore the inherent challenges from a practical perspective and evaluate our modeling approach comprehensively via historical burned areas, climate and geospatial data from three vast landscapes in India.",,,,,
IAAI-87,Reinforcement Learning - based Product Delivery Frequency Control,Yang Liu|Zhengxing Chen|Kittipat Virochsiri|Juan Wang|Jiahao Wu|Feng Liang,"Frequency control is an important problem in modern recommender systems. It dictates the delivery frequency of recommendation to maintain product quality and efficiency. For example, the frequency of delivering campaign notifications impacts daily metrics as well as  infrastructure resource consumption. There remain open questions on what objective we should optimize for to best represent business values in long term, and how we should balance between daily metrics and resource consumption in a dynamically fluctuating environment. We propose a personalized methodology for the frequency control problem, which combines long-term value optimization using reinforcement learning (RL) with a robust volume control technique we termed 'Effective Factor'. We demonstrate statistically significant improvement in daily metrics and resource efficiency by our method in several notification applications at a scale of billions of users. To our best knowledge, our study represents the first deep RL application on the frequency control problem at such an industrial scale.",,,,,
IAAI-98,A Novel AI-based Methodology for Identifying Cyber Attacks in Honey Pots,Muhammed Abuodeh|Christian Adkins|Omid Setayeshfar|Prashant Doshi|Kyu Lee,"We present a novel AI-based methodology that identifies phases of a host-level cyber attack simply from system call logs. System calls emanating from cyber attacks on hosts such as honey pots are often recorded in audit logs. Our methodology first involves efficiently loading, caching, processing, and querying system events contained in audit logs in support of computer forensics. Output of queries remains at the system call level and is difficult to process. The next step is to infer a sequence of abstracted actions, which we colloquially call a storyline, from the system calls given as observations to a latent-state probabilistic model. These storylines are then accurately identified with class labels using a learned classifier. We qualitatively and quantitatively evaluate methods and models for each step of the methodology using 114 different attack phases collected by logging the attacks of a red team on a server, on some likely benign sequences containing regular user activities, and on traces from a recent DARPA project. The resulting end-to-end system, which we call Cyberian, identifies the attack phases with a high level of accuracy illustrating the benefit that this machine learning-based methodology brings to security forensics.",,,,,
IAAI-99,Carbon to Diamond: An Incident Remediation Assistant System From SiteReliability Engineers’ Conversations in Hybrid Cloud Operations,Suranjana Samanta|Ajay Gupta|Prateeti Mohapatra|Amar Prakash Azad,"Conversational channels are changing the landscape of hybrid cloud service management. These channels are becoming important avenues for Site Reliability Engineers (SREs) %Subject Matter Experts (SME) to collaboratively work together to resolve an incident or issue. Identifying segmented conversations and extracting key insights or artefacts from them can help engineers to improve the efficiency of the incident remediation process by using information retrieval mechanisms for similar  incidents.  However, it has been empirically observed that due to the semi-formal behavior of such conversations (human language) the conversations are very unique in nature and also contain domain-specific terms. %It is important to identify the correct keywords and artefacts like symptoms, issue etc., present in the conversation chats. In this paper, we build a framework that taps into the conversational channels and uses various learning methods to (1) understand and extract key artefacts from conversations like diagnostic steps and resolution actions taken and (2) present an approach to identify past conversations about similar issues. Experimental results on our dataset show the efficacy of the methods used in our proposed system.",,,,,
IAAI-101,Predicting Parking Availability from Mobile Payment Transactions with Positive Unlabeled Learning,Jonas Sonntag|Michael Engel|Lars Schmidt-Thieme,"Cruising for parking is a problem for many motorists and for communities that need to reduce emissions. A widespread provision of parking assistance to address this problem requires a scalable system to generate availability information. Existing approaches to estimate parking availability at scale use supervised learning and hence depend on ground-truth labels e.g. from sensors, user surveys or manual data collection.This dependency restricts the widespread deployment and sustainable operation especially the monitoring and re-training processes of the respective models.We describe a parking availability prediction system that resolves the dependency on customary ground-truth labeling. The new approach is based solely on data from parking ticket bookings via a mobile phone app. Every parking transaction serves as an implicit signal for parking availability which we leverage by applying algorithms and metrics for positive-unlabeled learning (PU-learning). This approach enables the deployment in diverse regions, as well as the scalable monitoring and retraining of models. We evaluate our framework on a real-world dataset in Seattle.",,,,,
IAAI-104,Personalizing Individual Comfort in the Group Setting,Emil Laftchiev|Diego Romeres|Daniel Nikovski,"Maintaining individual thermal comfort in indoor spaces shared by multiple occupants is difficult because it requires both intuition about the thermal properties of the room, as well as an understanding of the thermal comfort preferences of each individual. We explore an approach to optimizing individual thermal comfort within a group through temperature set-point optimization of HVAC equipment. We propose a weakly-supervised algorithm to learn the individual thermal comfort preferences and an autoencoding framework to learn static approximations of room thermodynamics. We further propose two approaches to learn a control law that sets the HVAC set-points subject to the preferred user temperatures. The proposed method is tested on a real data-set obtained from workers in an open office. The results show that, on average, the temperature in the room at each user's location can be regulated to within 0.5C of the user's desired temperature.",,,,,
IAAI-105,Device Fabrication Knowledge Extraction from Materials Science Literature,Sapan Shah|Neelanshi Wadhwa|Sarath S|Sreedhar Reddy|Pritwish Mitra|Deepak Jain|Beena Rai,"Devices like solar cells, batteries etc. often comprise of a host of material types including organic, inorganic and hybrid materials. The fabrication procedures for these devices involve screening or designing the right set of materials and then subjecting them to a sequence of operations under very specific conditions. The performance characteristics of a device critically depend on the materials used in its fabrication, the specific operations carried out, their operating conditions and the specific sequence in which they are carried out. The space of potential materials, operations and operating conditions is vast, and selecting the right combination thereof to achieve the desired characteristics is a knowledge intensive activity. A large amount of such device fabrication knowledge is available in the form of publications, patents, company reports and so on. In this paper, we present a system that systematically extracts this knowledge from materials science literature. The extracted knowledge is represented as knowledge graphs conforming to an ontology that can be queried to make informed decisions in device fabrication procedures. The system first identifies the set of relevant paragraphs that contain fabrication knowledge. It then employs state of the art entity and relation extraction models to identify instances of operations, methods, materials, etc. and relations between them. The system then applies an unsupervised algorithm to identify sequences of operations representing fabrication procedures. We applied our system on solar cell fabrication knowledge extraction and achieved good performance. We believe our results provide much needed impetus for further work in this area.",,,,,
IAAI-113,Using Online Planning and Acting to Recover from Cyberattacks on Software-defined Networks,Sunandita Patra|Alex Velazquez|Myong Kang|Dana Nau,"We describe ACR-SDN, a system to monitor, diagnose, andquickly respond to attacks or failures that may occur insoftware-defined networks (SDNs). An integral part of ACRSDNis its use of RAE+UPOM, an automated acting andplanning engine that uses hierarchical refinement. To adviseACR-SDN on how to recover a target system from faults andattacks, RAE+UPOM uses attack recovery procedures writtenas hierarchical operational models. Our experimental resultsshow that the use of refinement planning in ACR-SDNis successful in recovering SDNs from attacks with respect tothree performance metrics: estimated time for recovery, efficiency,and, retry ratio.",,,,,
IAAI-119,SKATE: A Natural Language Interface for Encoding Structured Knowledge,Clifton McFate|Aditya Kalyanpur|Dave Ferrucci|Andrea Bradshaw|Ariel Diertani|David Melville|Lori Moon,"In Natural Language (NL) applications, there is often a mismatch between what the NL interface is capable of interpreting and what a lay user knows how to express. This work describes a novel natural language interface that reduces this mismatch by refining natural language input through successive, automatically generated semi-structured templates. In this paper we describe how our approach, called SKATE, uses a neural semantic parser to parse NL input and suggest semi-structured templates, which are recursively filled to produce fully structured interpretations. We also show how SKATE integrates with a neural rule-generation model to interactively suggest and acquire commonsense knowledge. We provide a preliminary coverage analysis of SKATE for the task of story understanding, and then describe a current business use-case of the technology in a restricted domain: COVID-19 policy design.",,,,,
IAAI-142,Data-driven Multi-mode Patrol Planning for Anti-poaching,Weizhe Chen|Weinan Zhang|Duo Liu|Weiping Li|Xiaojun Shi|Fei Fang,"Wildlife poaching is threatening key species that play importantroles in the ecosystem. With historical ranger patrolrecords, it is possible to provide data-driven predictions ofpoaching threats and plan patrols to combat poaching. However,the patrollers often patrol in a multimodal way, whichcombines driving and walking. It is a tedious task for thedomain experts to manually plan such a patrol, and the resultoften falls into sketchy routes. In this paper, we proposea way of doing data-driven multimodal patrol planning.We used machine learning models to predict the threats andthen use a novel mixed-integer linear programming to planthe route. With a field deployment focus on the machinelearning prediction result at Jilin Huangnihe National NatureReserve (HNHR) in Northeast China in December 2019, therangers found 42 snares, which is significantly higher thanthe historical record. We also use offline experiments to showthat our route planning method can improve the efficiency ofpatrol and can potentially serve as the basis of future deployment.",,,,,
IAAI-146,Path to Automating Ocean Health Monitoring,Mak Ahmad|Scott Penberthy|Abigail Powell,"Marine ecosystems directly and indirectly impact human health, providing benefits such as essential food sources, coastal protection and biomedical compounds. Monitoring changes in marine species is important because impacts such as overfishing, ocean acidification and hypoxic zones can negatively affect both human and ocean health. The US west coast supports a diverse assemblage of deep-sea corals that provide habitats for fish and numerous other invertebrates. Currently, National Oceanic Atmospheric Administration (NOAA) scientists manually track the health of coral species using extractive methods. In this paper, we test the viability of using a machine learning algorithm Convolutional Neural Network (CNN) to automatically classify coral species, using field-collected coral images in collaboration with NOAA. We fine tune the hyperparameters of our model to surpass the human F-score. We also highlight a scalable opportunity to monitor ocean health automatically while preserving corals.",,,,,
IAAI-152,DeepCOVID: An Operational DL-driven Framework for Explainable Real-time COVID-19 Forecasting,Alexander Rodriguez|Anika Tabassum|Jiaming Cui|Jiajia Xie|Javen Ho|Pulak Agarwal|Bijaya Adhikari|B. Aditya Prakash,"How do we forecast emerging pandemic in real time in a purely data-driven manner? How to leverage rich heterogeneous data based on various signals such as mobility, testing, and/or disease exposure for forecasting? How do we handle noisy data and generate uncertainties in the forecast? In this paper, we present DeepCOVID, a novel deep learning framework designed for real-time Covid-19 forecasting. DeepCOVID works well with sparse data and can handle noisy heterogeneous data signals by propagating the uncertainty from the data in a principled manner resulting in meaningful uncertainties in the forecast. The framework also consists of modules for both real-time and retrospective exploratory analysis to enable interpretation of the forecast. Results from real-time predictions (featured on the CDC website and FiveThirtyEight.com) since April 2020 indicates that our approach is competitive among the methods in the COVID-19 Forecast Hub, especially for short-term predictions.",,,,,
IAAI-154,Deep Epidemiological Modeling by Black-box Knowledge Distillation: An Accurate Deep Learning Model for COVID-19,Dongdong Wang|Liqiang Wang|Shunpu Zhang,"Precise prediction on epidemiological transmission dynamics is crucial to the prevention of infectious diseases in public health such as COVID-19. The quality of forecasting is subject to the model accuracy for complex transmission dynamics under varying conditions. However, it is almost infeasible to design a single physical model to capture all complicated dynamics in epidemiological transmission. A mixture model that integrates many epidemiological models is a potential solution; however, it is very difficult to build an accurate yet efficient mixture model using conventional approaches. To address this issue, we propose a novel deep learning approach using black-box knowledge distillation for practical transmission dynamics prediction. First, we develop a simulation system consisting of many mixture models with different parameters. Next, we use observation sequences to query the simulation system to achieve projection sequences as knowledge. Then, we train a student deep neural network with the acquired observation-projection sequence pairs. To improve efficiency of query, sequence mixup is proposed to reduce model queries and remain distillation accuracy. The case study on COVID-19 shows this black-box knowledge distillation approach works very accurately and efficiently, ie, achieves precise projection results with much lower computation cost in realistic complex scenarios.",,,,,
IAAI-157,Twitter Event Summarization by Exploiting Semantic Terms and Graph Network,Quanzhi Li|Qiong Zhang,"Twitter is a fast communication channel for gathering and spreading breaking news, and it generates a large volume of tweets for most events. Automatically creating a summary for an event is necessary and important. In this study, we explored two extractive approaches for summarizing events on Twitter. The first one exploits the semantic types of event related terms, and ranks the tweets based on the score computed from these semantic terms. The second one utilizes a graph convolutional network built from a tweet relation graph to generate tweet hidden features for tweet salience estimation. And the most salient tweets are selected as the summary of the event.   Our experiments on 1,000 events show that these two approaches outperform the compared methods.",,,,,
IAAI-165,Spatiotemporal Graph Neural Network for Performance Prediction of Photovoltaic Power Systems,Ahmad Maroof Karimi|Yinghui Wu|Mehmet Koyuturk|Roger French,"Accurate forecasting of photovoltaic (PV) performance measuresis critical for the reliability of PV systems. In recentyears, a large number of PV systems have been added to theelectrical grid as well as installed as off-grid systems. Thetrend suggests deployment of PV system will continue to risein the future. Due to complex non-linear variability in poweroutput from the PV systems, forecasting PV power is a nontrivialtask. The negative impact of the variability affects thestability and planning of a power system network. For thisreason accurate forecasting of PV system performance canreduce the uncertainty caused by variability. In this work,we leverage spatial and temporal coherence among the powerplants for PV power forecasting. Our approach is motivatedby the observation that power plants in a region undergo similarexposure from the environment and thus behavior of onepower plant can help forecast the values of other plants. Tomodel the relationship between PV plants, we used a spatiotemporalgraph neural network (st-GNN) and train machinelearning models to forecast the PV performances. Inour graph model, nodes represent PV systems and edges representthe proximity between PV systems. Our computationalexperiments on large-scale data from a network of 316 systemsshow that spatiotemporal forecasting of PV power performssignificantly better than a model that only applies temporalconvolution to isolated nodes. Furthermore, the longerthe future forecast time the difference between the performanceof the spatiotemporal forecasting and isolated networkwhen only temporal convolution is applied increases further.",,,,,
IAAI-167,Structural Attention Mechanism and Automated Semantic Segmentation Ensembled for Uncertainty Prediction,Charles Kantor|Brice Rauby|Léonard Boussioux|Emmanuel Jehanno|Hugues Talbot,"While the basic methods of image classification are bench-marked on large databases of widely varying objects, many AI real-world applications require advanced, fine-grained classification, to distinguish between items with similar global patterns, like insects or birds, but that differ by small details.  Therefore, we propose in this paper to use attention and segmentation methods to distinguish foreground from background, and to use this as a confidence measure, based on the overlap between the segmentation and the attention masks. We show that confidence in the classification grows as this overlap increases. This confidence and identification tools are of practical interest in biology for automated wildlife recognition and we focus on the butterfly classification use case as a useful proof-of-concept for entomologists. Our technology is currently deployed in real-world on widely used crowdsourcing platforms and museums to annotate large scale data efficiently and engage citizen scientists.",,,,,
IAAI-171,Deepening the Sense of Touch in Planetary Exploration with Geometric and Topological Deep Learning,Yuzhou Chen|Yuliya Marchetti|Yulia R. Gel,"Tactile and embedded sensing is a new concept that has recently appeared in the context of rovers and planetary exploration missions. Various sensors such as those measuring pressure and integrated directly on wheels have the potential to add a ""sense of touch"" to exploratory vehicles. We investigate the utility of deep learning (DL), from conventional Convolutional Neural Networks (CNN) to emerging geometric and topological DL, to terrain classification for planetary exploration based on a novel dataset from an experimental tactile wheel concept. The dataset includes 2D conductivity images from a pressure sensor array, which is wrapped around a rover wheel and is able to read pressure signatures of the ground beneath the wheel. Neither newer nor traditional DL tools have been previously applied to tactile sensing data. We discuss insights into advantages and limitations of these methods for the analysis of non-traditional pressure images and their potential use in planetary surface science.",,,,,
IAAI-174,A Reciprocal Embedding Framework For Modelling Mutual Preferences,Ramanathan R|Nicolas K. Shinada|Michinobu Shimatani|Yuhei Yamaguchi|Junichi Tanaka|Yuta Iizuka|Sucheendra K. Palaniappan,"Understanding the mutual preferences between potential dating partners is core to the success of modern web-scale personalized recommendation systems that power online dating platforms. In contrast to classical user-item recommendation systems which model the unidirectional preferences of users to items, understanding the bidirectional preferences between people in a reciprocal recommendation system (RRS) is more complex and challenging given the dynamic nature of interactions. In this paper, we describe a reciprocal recommender system we built for one of the leading online dating applications in Japan. We also discuss the lessons learnt from designing, developing and deploying the RRS in production.",,,,,
IAAI-176,Topological machine learning methods for power system responses to contingencies,Brian Bush|Yuzhou Chen|Dorcas Ofori-Boateng|Yulia R. Gel,"While deep learning tools, coupled with the emerging machinery of topological data analysis, are proven to deliver various performance gains in a broad range of applications, from image classification to biosurveillance to blockchain fraud detection, their utility in areas of high societal importance such as power system modeling and, particularly, resilience quantification in the energy sector yet remain untapped. To provide fast acting synthetic regulation and contingency reserve services to the grid while having minimal disruptions on customer quality of service, we propose a new topology-based system that depends on neural network architecture for impact metrics classification and prediction in power systems. This novel topology-based system allows one to evaluate the impact of three power system contingency types, namely, in conjunction with transmission lines, transformers, and transmission lines combined with transformers. We show that the proposed new neural network architecture equipped with local topological measures facilitates both more accurate classification of unserved load as well as the amount of unserved load. In addition, we are able to learn complex relationships between electrical properties and local topological measurements on the simulated response to contingencies for NREL-SIIP power system.",,,,,
IAAI-179,Attr2Style: A Transfer Learning Approach for Inferring Fashion Styles via Apparel Attributes,Rajdeep Hazra Banerjee|Abhinav Ravi|Ujjal Kr Dutta,"Popular fashion e-commerce platforms mostly provide de- tails about low-level attributes of an apparel (for example, neck type, dress length, collar type, print etc) on their prod- uct detail pages. However, customers usually prefer to buy apparels based on their style information, or simply put, occa- sion (for example, party wear, sports wear, casual wear etc). Application of a supervised image-captioning model to gen- erate style-based image captions is limited because obtaining ground-truth annotations in the form of style-based captions is difficult. This is because annotating style-based captions re- quires a certain amount of fashion domain expertise, and also adds to the costs and manual effort. On the contrary, low-level attribute based annotations are much more easily available. To address this issue, we propose a transfer-learning based image captioning model that is trained on a source dataset with sufficient attribute-based ground-truth captions, and used to predict style-based captions on a target dataset. The target dataset has only a limited amount of images with style-based ground-truth captions. The main motivation of our approach comes from the fact that most often there are correlations among the low-level attributes and the higher-level styles for an apparel. We leverage this fact and train our model in an encoder-decoder based framework using attention mechanism. In particular, the encoder of the model is first trained on the source dataset to obtain latent representations capturing the low-level attributes. The trained model is fine-tuned to gen- erate style-based captions for the target dataset. To highlight the effectiveness of our method, we qualitatively demonstrate that the captions generated by our approach are close to the actual style information for the evaluated apparels. Our model is deployed at Myntra (www.myntra.com)",,,,,
IAAI-17,HetSeq: Distributed GPU Training on Heterogeneous Infrastructure,Yifan Ding|Nicholas Botzer|Tim Weninger,"Modern deep learning systems like PyTorch and Tensorflow are able to train enormous models with billions (or trillions) of parameters on a distributed infrastructure. These systems require that the internal nodes have the same memory capacity and compute performance. Unfortunately, most organizations, especially universities, have a piecemeal approach to purchasing computer systems resulting in a heterogeneous infrastructure, which cannot be used to compute large models. The present work describes HetSeq, a software package adapted from the popular PyTorch package that provides the capability to train large neural network models on heterogeneous infrastructure. Experiments with transformer translation and BERT language model shows that HetSeq scales over heterogeneous systems. HetSeq can be easily extended to other models like image classification. Package with supported document is publicly available at https://github.com/yifding/hetseq.",,,,,
IAAI-37,Representing the Unification of Text Featurization using a Context-Free Grammar,Doruk Kilitcioglu|Serdar Kadioglu,"We propose a novel context-free grammar to represent text embeddings in conjunction with various transformations applied to those. We show how this grammar can serve as a unification layer on top of different featurization techniques, and their hybridization thereof. The approach is embodied in an open-source library, called TextWiser, with a high-level user interface to serve researchers and practitioners. The goal of TextWiser aims to enable rapid experimentation with various featurization methods and serve as a building block within AI applications consuming unstructured data. We highlight several key benefits that are desirable especially in industrial settings where rapid experimentation, reusability, reproducibility, and time to market are of great interest. Finally, we showcase a deployed service powered by TextWiser as an example of a successful enterprise application.",,,,,
IAAI-31,Preventing Repeated Real World AI Failures by Cataloging Incidents: The AI Incident Database,Sean McGregor,"Mature industrial sectors (e.g., aviation) collect their real world failures in incident databases to inform safety improvements. Intelligent systems currently cause real world harms without a collective memory of their failings. As a result, companies repeatedly make the same mistakes in the design, development, and deployment of intelligent systems. A collection of intelligent system failures experienced in the real world (i.e., incidents) is needed to ensure intelligent systems benefit people and society.The AI Incident Database is an incident collection initiated by an industrial/non-profit cooperative to enable AI incident avoidance and mitigation. The database supports a variety of research and development use cases with faceted and full textsearch on more than 1,000 incident reports archived to date.",,,,,
IAAI-43,Combining Machine Learning and Human Experts to Predict Match Outcomes in Football: A Baseline Model,Ryan Beal|Stuart E. Middleton|Timothy Norman|Sarvapali Ramchurn,"In this paper, we present a new application-focused benchmark datasetand results from a set of baseline Natural Language Processing and Machine Learningmodels for prediction of match outcomes for games of football (soccer). By doing so wegive a baseline for the prediction accuracy that can be achieved exploiting both statisticalmatch data and contextual articles from human sports journalists. Our dataset is focuseson a representative time-period over 6 seasons of the English Premier League, and includesnewspaper match previews from The Guardian. The models presented in this paperachieve an accuracy of 63.18% showing a 6.9% boost on the traditional statistical methods.",,,,,
IAAI-65,Empirical Best Practices On Using Product-Specific Schema.org,Mayank Kejriwal|Ravi Kiran Selvam|Chien-Chun Ni|Nicolas Torzec,"Schema.org has experienced high growth in recent years. Structured descriptions of products embedded in HTML pages are now not uncommon, especially on e-commerce websites. The Web Data Commons (WDC) project has extracted schema.org data at scale from webpages in the Common Crawl and made it available as an RDF `knowledge graph' at scale. The portion of this data that specifically describes products offers a golden opportunity for researchers and small companies to leverage it for analytics and downstream applications. Yet, because of the broad and expansive scope of  this data, it is not evident whether the data is usable in its raw form. In this paper, we do a detailed empirical study on the product-specific schema.org data made available by WDC. Rather than simple analysis, the goal of our study is to devise an empirically grounded set of best practices for using and consuming WDC product-specific schema.org data. Our studies reveal five best practices, each of which is justified by experimental data and analysis.",,,,,
